1566,992.11
1517,992.34
1558,992.56
1536,992.79
1574,993.01
1530,993.23
1552,993.46
1533,993.68
1542,993.9
1569,994.13
1545,994.35
1529,994.57
1555,994.8
1540,995.02
1532,995.24
1536,995.47
1537,995.69
1534,995.91
1546,996.14
1565,996.36
1571,996.58
1587,996.81
1578,997.03
1555,997.25
1569,997.47
1546,997.7
1584,997.92
1534,998.14
1534,998.36
1585,998.59
1552,998.81
1539,999.03
1542,999.25
1523,999.47
1530,999.7
1530,999.92
1547,1000.14
1597,1000.36
1547,1000.58
1510,1000.8
1532,1001.02
1527,1001.25
1543,1001.47
1547,1001.69
1537,1001.91
1511,1002.13
1516,1002.35
1520,1002.57
1539,1002.79
1530,1003.01
1537,1003.23
1533,1003.45
1521,1003.68
1536,1003.9
1555,1004.12
1553,1004.34
1553,1004.56
1516,1004.78
1540,1005
1518,1005.22
1578,1005.44
1540,1005.66
1542,1005.88
1559,1006.1
1546,1006.32
1561,1006.54
1549,1006.75
1578,1006.97
1552,1007.19
1605,1007.41
1614,1007.63
1613,1007.85
1585,1008.07
1607,1008.29
1620,1008.51
1617,1008.73
1671,1008.94
1658,1009.16
1674,1009.38
1730,1009.6
1732,1009.82
1775,1010.04
1845,1010.26
1839,1010.47
1884,1010.69
1949,1010.91
2059,1011.13
2104,1011.35
2308,1011.56
2418,1011.78
2572,1012
2826,1012.22
3100,1012.43
3520,1012.65
4147,1012.87
5062,1013.08
6999,1013.3
11525,1013.52
15253,1013.74
15516,1013.95
11673,1014.17
8002,1014.39
5847,1014.6
4600,1014.82
3860,1015.04
3336,1015.25
2969,1015.47
2701,1015.68
2475,1015.9
2317,1016.12
2153,1016.33
2129,1016.55
1998,1016.76
1937,1016.98
1878,1017.2
1839,1017.41
1772,1017.63
1732,1017.84
1695,1018.06
1679,1018.27
1674,1018.49
1636,1018.7
1640,1018.92
1601,1019.13
1629,1019.35
1626,1019.56
1604,1019.78
1605,1019.99
1558,1020.21
1572,1020.42
1556,1020.64
1562,1020.85
1566,1021.06
1543,1021.28
1553,1021.49
1534,1021.71
1518,1021.92
1569,1022.13
1571,1022.35
1555,1022.56
1572,1022.78
1543,1022.99
1555,1023.2
1533,1023.42
1537,1023.63
1527,1023.84
1539,1024.05
1578,1024.27
1521,1024.48
1516,1024.69
1527,1024.91
1529,1025.12
1507,1025.33
1536,1025.54
1520,1025.76
1518,1025.97
1539,1026.18
1527,1026.39
1490,1026.6
1513,1026.82
1537,1027.03
1514,1027.24
1529,1027.45
1547,1027.66
1530,1027.87
1518,1028.09
1543,1028.3
1533,1028.51
1527,1028.72
1507,1028.93
1508,1029.14
1537,1029.35
1492,1029.56
1568,1029.77
1558,1029.99
1555,1030.2
1552,1030.41
1547,1030.62
1579,1030.83
1547,1031.04
1559,1031.25
1559,1031.46
1597,1031.67
1591,1031.88
1617,1032.09
1610,1032.3
1539,1032.51
1559,1032.72
1539,1032.93
1562,1033.13
1524,1033.34
1532,1033.55
1534,1033.76
1561,1033.97
1521,1034.18
1516,1034.39
1523,1034.6
1518,1034.81
1532,1035.01
1513,1035.22
1520,1035.43
1510,1035.64
1510,1035.85
1532,1036.06
1505,1036.26
1500,1036.47
1510,1036.68
1517,1036.89
1520,1037.09
1513,1037.3
1532,1037.51
1526,1037.72
1516,1037.92
1513,1038.13
1520,1038.34
1488,1038.55
1526,1038.75
1562,1038.96
1555,1039.17
1539,1039.37
1530,1039.58
1556,1039.79
1553,1039.99
1545,1040.2
1536,1040.4
1549,1040.61
1550,1040.82
1527,1041.02
1534,1041.23
1575,1041.43
