2195,800.38
2185,800.63
2200,800.88
2266,801.13
2321,801.38
2229,801.63
2163,801.87
2145,802.12
2116,802.37
2142,802.62
2146,802.87
2169,803.12
2168,803.36
2194,803.61
2213,803.86
2243,804.11
2230,804.36
2236,804.61
2236,804.85
2258,805.1
2285,805.35
2375,805.6
2405,805.85
2281,806.1
2259,806.35
2207,806.59
2207,806.84
2204,807.09
2237,807.34
2278,807.59
2263,807.84
2218,808.09
2200,808.33
2208,808.58
2214,808.83
2187,809.08
2262,809.33
2318,809.58
2571,809.83
3074,810.07
3342,810.32
3463,810.57
4229,810.82
5578,811.07
5611,811.32
4020,811.57
2742,811.81
2321,812.06
2250,812.31
2218,812.56
2237,812.81
2240,813.06
2252,813.31
2253,813.56
2220,813.8
2242,814.05
2200,814.3
2253,814.55
2236,814.8
2213,815.05
2250,815.3
2211,815.54
2245,815.79
2298,816.04
2292,816.29
2272,816.54
2252,816.79
2274,817.04
2291,817.29
2294,817.53
2334,817.78
2307,818.03
2405,818.28
2598,818.53
2871,818.78
2823,819.03
2616,819.28
2426,819.52
2397,819.77
2337,820.02
2413,820.27
2365,820.52
2382,820.77
2392,821.02
2389,821.27
2358,821.51
2389,821.76
2347,822.01
2359,822.26
2285,822.51
2268,822.76
2275,823.01
2271,823.26
2326,823.5
2311,823.75
2303,824
2323,824.25
2332,824.5
2356,824.75
2352,825
2382,825.25
2421,825.49
2556,825.74
2852,825.99
3036,826.24
2950,826.49
2600,826.74
2414,826.99
2381,827.24
2366,827.48
2434,827.73
2637,827.98
2513,828.23
2442,828.48
2424,828.73
2469,828.98
2701,829.22
3221,829.47
3462,829.72
3230,829.97
2716,830.22
2437,830.47
2397,830.72
2369,830.97
2376,831.21
2369,831.46
2365,831.71
2359,831.96
2343,832.21
2345,832.46
2349,832.71
2334,832.95
2416,833.2
2372,833.45
2355,833.7
2372,833.95
2405,834.2
2355,834.45
2346,834.7
2420,834.94
2372,835.19
2371,835.44
2375,835.69
2369,835.94
2385,836.19
2387,836.44
2411,836.68
2430,836.93
2408,837.18
2392,837.43
2440,837.68
2394,837.93
2379,838.18
2366,838.42
2353,838.67
2371,838.92
2317,839.17
2384,839.42
2382,839.67
2410,839.92
2445,840.16
2585,840.41
2659,840.66
2633,840.91
2533,841.16
2411,841.41
2433,841.65
2514,841.9
2672,842.15
2805,842.4
2721,842.65
2556,842.9
2413,843.15
2416,843.39
2339,843.64
2346,843.89
2333,844.14
2330,844.39
2362,844.64
2346,844.88
2349,845.13
2400,845.38
2353,845.63
2360,845.88
2323,846.13
2320,846.37
2411,846.62
2345,846.87
2316,847.12
2343,847.37
2320,847.62
2340,847.86
2327,848.11
2334,848.36
2300,848.61
2359,848.86
2305,849.1
2297,849.35
2276,849.6
2313,849.85
2339,850.1
2387,850.35
2508,850.59
2521,850.84
2497,851.09
2385,851.34
2352,851.59
2366,851.83
2400,852.08
2352,852.33
2269,852.58
2227,852.83
2218,853.07
2207,853.32
2158,853.57
2134,853.82
2172,854.07
2208,854.31
2194,854.56
2182,854.81
2195,855.06
2166,855.31
2175,855.55
2145,855.8
2139,856.05
2134,856.3
2158,856.54
2203,856.79
2132,857.04
2129,857.29
2129,857.54
2126,857.78
2094,858.03
2105,858.28
2111,858.53
2081,858.77
2081,859.02
2069,859.27
2081,859.52
2092,859.76
2055,860.01
2091,860.26
2074,860.51
2074,860.76
2045,861
2068,861.25
2045,861.5
2052,861.75
2029,861.99
2008,862.24
2033,862.49
2078,862.74
2084,862.98
2079,863.23
2084,863.48
2033,863.73
2032,863.97
2007,864.22
2008,864.47
1969,864.71
1978,864.96
1963,865.21
1968,865.46
1945,865.7
1972,865.95
1929,866.2
1940,866.45
1976,866.69
1930,866.94
1953,867.19
1916,867.43
1907,867.68
1924,867.93
1894,868.18
1921,868.42
1904,868.67
1903,868.92
1908,869.16
1929,869.41
1898,869.66
1872,869.9
1875,870.15
1881,870.4
1853,870.65
1949,870.89
1927,871.14
1862,871.39
1853,871.63
1876,871.88
1889,872.13
1869,872.37
1858,872.62
1843,872.87
1832,873.11
1846,873.36
1816,873.61
1803,873.85
1837,874.1
1821,874.35
1866,874.59
1881,874.84
1910,875.09
1863,875.33
1824,875.58
1846,875.83
1849,876.07
1849,876.32
1862,876.56
2020,876.81
2495,877.06
3255,877.3
3755,877.55
3471,877.8
2830,878.04
2181,878.29
1916,878.54
1817,878.78
1776,879.03
1750,879.27
1749,879.52
1745,879.77
1743,880.01
1747,880.26
1742,880.5
1733,880.75
1743,881
1717,881.24
1734,881.49
1707,881.73
1695,881.98
1703,882.23
1758,882.47
1704,882.72
1697,882.96
1666,883.21
1678,883.46
1707,883.7
1685,883.95
1700,884.19
1678,884.44
1659,884.68
1668,884.93
1679,885.18
1656,885.42
1645,885.67
1661,885.91
1694,886.16
1669,886.4
1708,886.65
1676,886.89
1662,887.14
1655,887.38
1642,887.63
1637,887.88
1639,888.12
1639,888.37
1633,888.61
1658,888.86
1661,889.1
1672,889.35
1690,889.59
1675,889.84
1665,890.08
1642,890.33
1669,890.57
1659,890.82
1659,891.06
1717,891.31
1691,891.55
1721,891.8
1920,892.04
2350,892.29
3036,892.53
3414,892.78
3024,893.02
2389,893.27
1988,893.51
1752,893.75
1690,894
1636,894.24
1629,894.49
1624,894.73
1627,894.98
1616,895.22
1623,895.47
1618,895.71
1604,895.96
1601,896.2
1617,896.44
1603,896.69
1584,896.93
1595,897.18
1618,897.42
1604,897.67
1611,897.91
1592,898.15
1595,898.4
1576,898.64
1578,898.89
1594,899.13
1575,899.37
1575,899.62
1591,899.86
1581,900.11
1587,900.35
1563,900.59
1594,900.84
1575,901.08
1590,901.33
1597,901.57
1608,901.81
1592,902.06
1587,902.3
1578,902.54
1590,902.79
1595,903.03
1587,903.27
1607,903.52
1605,903.76
1608,904
1608,904.25
1604,904.49
1597,904.73
1608,904.98
1603,905.22
1590,905.46
1581,905.71
1585,905.95
1587,906.19
1590,906.44
1579,906.68
1604,906.92
1621,907.17
1591,907.41
1617,907.65
1591,907.89
1592,908.14
1563,908.38
1582,908.62
1569,908.87
1581,909.11
1617,909.35
1618,909.59
1646,909.84
1607,910.08
1627,910.32
1618,910.56
1634,910.81
1616,911.05
1658,911.29
1714,911.53
1878,911.78
2110,912.02
2163,912.26
2061,912.5
1858,912.74
1720,912.99
1640,913.23
1621,913.47
1639,913.71
1629,913.95
1614,914.2
1632,914.44
1610,914.68
1603,914.92
1611,915.16
1591,915.41
1617,915.65
1633,915.89
1647,916.13
1620,916.37
1613,916.61
1617,916.86
1605,917.1
1611,917.34
1626,917.58
1669,917.82
1653,918.06
1674,918.3
1647,918.54
1692,918.79
1646,919.03
1642,919.27
1632,919.51
1668,919.75
1647,919.99
1646,920.23
1679,920.47
1627,920.71
1656,920.96
1647,921.2
1661,921.44
1700,921.68
1745,921.92
1785,922.16
1791,922.4
1763,922.64
1713,922.88
1681,923.12
1675,923.36
1675,923.6
1710,923.84
1740,924.08
1723,924.32
1724,924.56
1700,924.8
1687,925.04
1672,925.28
1676,925.52
1666,925.76
1692,926
1675,926.24
1655,926.48
1678,926.72
1676,926.96
1678,927.2
1675,927.44
1674,927.68
1642,927.92
1666,928.16
1655,928.4
1650,928.64
1633,928.88
1668,929.12
1650,929.36
1656,929.6
1662,929.84
1669,930.08
1655,930.32
1636,930.56
1632,930.8
1661,931.04
1640,931.27
1630,931.51
1642,931.75
1627,931.99
1636,932.23
1626,932.47
1655,932.71
1656,932.95
1681,933.19
1627,933.42
1653,933.66
1632,933.9
1639,934.14
1617,934.38
1626,934.62
1662,934.86
1646,935.09
1671,935.33
1666,935.57
1659,935.81
1665,936.05
1668,936.28
1750,936.52
1620,936.76
1629,937
1636,937.24
1629,937.48
1663,937.71
1655,937.95
1645,938.19
1666,938.43
1649,938.66
1672,938.9
1665,939.14
1650,939.38
1649,939.61
1652,939.85
1632,940.09
1633,940.33
1632,940.56
1643,940.8
1653,941.04
1682,941.28
1656,941.51
1656,941.75
1643,941.99
1655,942.22
1655,942.46
1655,942.7
1658,942.93
1662,943.17
1640,943.41
1669,943.64
1639,943.88
1669,944.12
1656,944.35
1652,944.59
1652,944.83
1653,945.06
1627,945.3
1637,945.54
1626,945.77
1645,946.01
1633,946.24
1672,946.48
1732,946.72
1650,946.95
1661,947.19
1655,947.42
1626,947.66
1617,947.9
1626,948.13
1620,948.37
1620,948.6
1647,948.84
1617,949.07
1630,949.31
1642,949.55
1646,949.78
1632,950.02
1617,950.25
1614,950.49
1647,950.72
1621,950.96
1608,951.19
1616,951.43
1601,951.66
1601,951.9
1643,952.13
1613,952.37
1634,952.6
1646,952.84
1637,953.07
1613,953.31
1597,953.54
1604,953.77
1597,954.01
1605,954.24
1598,954.48
1598,954.71
1592,954.95
1603,955.18
1618,955.41
1610,955.65
1594,955.88
1579,956.12
1578,956.35
1585,956.58
1605,956.82
1626,957.05
1582,957.29
1578,957.52
1604,957.75
1621,957.99
1608,958.22
1601,958.45
1594,958.69
1588,958.92
1582,959.15
1594,959.39
1576,959.62
1598,959.85
1594,960.09
1582,960.32
1659,960.55
1581,960.78
1601,961.02
1576,961.25
1582,961.48
1640,961.71
1561,961.95
1574,962.18
1578,962.41
1588,962.64
1587,962.88
1582,963.11
1592,963.34
1605,963.57
1584,963.81
1611,964.04
1639,964.27
1579,964.5
1607,964.73
1613,964.97
1662,965.2
1730,965.43
1729,965.66
1730,965.89
1645,966.12
1645,966.36
1616,966.59
1613,966.82
1608,967.05
1613,967.28
1595,967.51
1603,967.74
1579,967.97
1611,968.21
1592,968.44
1624,968.67
1592,968.9
1632,969.13
1605,969.36
1605,969.59
1629,969.82
1559,970.05
1550,970.28
1579,970.51
1561,970.74
1576,970.97
1587,971.2
1585,971.43
1588,971.66
1578,971.89
1601,972.12
1566,972.35
1574,972.58
1578,972.81
1566,973.04
1571,973.27
1574,973.5
1575,973.73
1572,973.96
1595,974.19
1626,974.42
1679,974.65
1739,974.88
1791,975.11
1710,975.34
1675,975.57
1632,975.79
1578,976.02
1561,976.25
1581,976.48
1545,976.71
1563,976.94
1561,977.17
1568,977.4
1546,977.62
1565,977.85
1568,978.08
1659,978.31
1581,978.54
1582,978.77
1542,978.99
1540,979.22
1542,979.45
1543,979.68
1542,979.91
1543,980.13
1571,980.36
1553,980.59
1530,980.82
1547,981.04
1558,981.27
1556,981.5
1539,981.73
1533,981.95
1556,982.18
1556,982.41
1555,982.64
1540,982.86
1547,983.09
1561,983.32
1571,983.54
1550,983.77
1575,984
1539,984.22
1536,984.45
1563,984.68
1555,984.9
1561,985.13
1562,985.36
1561,985.58
1584,985.81
1565,986.03
1546,986.26
1536,986.49
1543,986.71
1529,986.94
1562,987.16
1543,987.39
1559,987.61
1534,987.84
1547,988.07
1540,988.29
1546,988.52
1534,988.74
1562,988.97
1526,989.19
1549,989.42
1533,989.64
1536,989.87
1542,990.09
1553,990.32
1514,990.54
1529,990.77
1542,990.99
1532,991.22
1559,991.44
1530,991.66
1524,991.89
